9.215526619184515322e-01,8.031540158181041944e-01
8.016392886067102985e-02,7.876793747475605567e-01
5.845927115594810042e-01,1.704988791703110351e-02
6.006695748730865869e-01,6.173355932523763023e-01
1.087839011809483836e-01,4.394260532471764291e-01
7.225660491739304137e-01,9.623379873356273650e-01
1.944278657465956517e-01,7.187237267665315121e-01
5.319663941157382059e-02,4.251828947080366072e-01
2.043241757733921249e-01,6.102997059200109264e-01
3.883073898778079958e-01,1.686538593290983767e-01
5.135206091798485417e-01,1.969586261624464152e-01
4.792548305543475884e-01,4.756191248358930812e-01
2.093561715788284650e-01,4.162243792387106955e-01
8.479810906826158456e-01,1.339453506798821136e-01
1.293893051197355648e-01,9.681937221804645111e-01
5.707686936429555713e-01,9.703808331739398607e-01
7.777614112440327521e-01,3.080758146511324291e-01
1.487454141989528189e-01,7.398898639831847923e-01
2.210201344848372607e-02,2.649140704481324216e-01
4.022098834644389775e-01,7.025617662963340448e-01
7.884511285974715733e-01,2.144855646560807072e-01
6.552665263444020782e-01,2.749606448596809694e-01
1.413571464613165851e-01,9.942588387414885709e-02
5.333209914247616368e-02,8.424440116213666174e-01
8.203530719560065965e-01,8.858505033989230171e-01
6.651197088654531298e-01,6.317203758307469164e-01
2.043785080037684443e-01,7.652432453732997963e-01
7.181652617698792707e-01,2.469579343069964183e-01
3.155733173923666035e-01,2.172519713646257067e-01
4.552174184754952391e-01,8.794737993545752586e-01
1.776113057376838000e-01,3.144751394929073962e-01
9.340967044132332253e-01,4.724217515746121920e-01
3.413570865333142024e-01,2.957891162479454605e-01
2.215889449259555999e-02,8.593450291889037640e-01
6.041016333497399859e-01,8.081829996804497096e-01
5.796897279718071783e-01,6.988625002290849153e-02
2.882566618452354623e-01,6.740299768055535434e-02
9.062842818067788908e-01,9.683122446545003870e-01
4.675982014773905071e-01,6.419846338746495462e-01
7.451582396035857370e-01,4.301832525135921292e-01
2.883040721068524936e-01,7.008122037137456406e-01
8.690094202787425059e-01,7.353013043009808403e-01
7.185609625676181444e-01,8.634989558313830305e-01
5.304054383784406745e-02,9.301201468122886062e-01
9.038680541309644934e-01,3.266317628350625668e-01
2.114395167599406600e-01,7.453718572287556521e-01
6.783690798316732717e-01,1.605875612884398729e-01
7.105904274461575243e-01,3.798676047596832861e-01
4.279858005162417989e-01,1.319806302183638147e-01
8.118539123047885386e-02,1.620028549904799497e-01
5.473255481103644904e-01,3.588781056958185722e-01
6.938381722613559122e-01,5.873814888999753236e-01
4.288346912184707316e-01,4.380095016444482958e-01
2.715652222416019557e-01,1.777740250632281471e-01
7.155123515163092085e-01,6.292984869760721578e-01
5.771961592732965940e-01,7.833363829784538712e-01
2.197570876941381535e-01,7.553180719471361826e-01
1.116059681203540599e-03,6.447498799902906530e-01
5.228408979110541477e-01,4.329223608944332558e-01
6.357175167516537773e-02,3.250094995249767083e-01
6.177879576795063388e-01,2.551853532217752685e-01
6.658303021350616691e-01,4.783233068532085630e-01
1.163975918628340489e-01,2.725493443091919765e-02
5.485075892265277586e-01,3.876037601641704189e-01
4.164315073178987969e-01,6.259835804247529945e-01
6.483486020728829180e-01,8.177394018211946447e-01
8.015290428687359414e-01,6.513743070910555932e-01
3.077463616412748904e-01,5.915309435636072477e-01
9.716209451492757720e-01,6.022833593893699433e-01
7.865077662448757279e-01,5.206312449876563386e-01
2.964101761085791154e-02,1.842356697438002344e-01
2.152020992494589890e-01,2.875383189521526495e-01
1.896357333870123396e-01,4.204606278451570311e-01
6.038676192106243734e-01,1.419693488872376674e-01
3.898482133740435174e-01,6.295327782382285076e-01
1.729463076774795383e-03,2.001007430898715800e-01
9.901852703318460014e-01,1.348563966859788188e-01
6.711454129160371318e-01,1.958184004768114272e-01
5.335349168561869249e-01,4.452052625144375941e-02
9.735900992991477487e-01,4.575520139542404996e-01
1.392786418890330502e-01,4.678860591306044370e-01
5.980238050178890985e-01,9.367527981656655900e-01
3.255208336700479155e-01,8.259672478723594224e-01
7.350053758981252017e-01,6.423528558422342272e-01
9.609262895822709982e-01,8.018596019411506903e-01
4.002459828876560044e-01,5.430396846662122190e-02
7.309165689705355851e-01,6.702887557480842196e-01
5.223221185871088634e-01,9.864873770649940088e-01
1.325039792608744271e-01,2.665174533062720785e-01
7.796314211041066589e-01,2.838110242159573859e-01
4.788986500177795369e-01,6.921927279043145198e-01
2.578478567013240408e-01,5.304396144910135114e-01
4.905226391523731522e-01,9.378818749288443390e-01
8.349495253643089976e-01,3.020354527985336102e-02
5.865024306555195466e-01,5.081292838705888659e-01
7.525039601768832576e-01,3.094624518822240988e-01
3.302609068866549924e-01,2.370169063026207334e-01
1.808213618088432284e-01,2.113609080875896717e-01
7.833270045210397603e-01,4.518333552536174524e-01
6.283106002132377021e-01,3.960518844754862267e-01
